DateTimeStartAms;PBmax_EP;alfaB_EP;Eopt_EP;Ek;KdTurb;Chl_Frrf_Recalc;XScanfish;YScanfish;TURBIDScanfish;CHFLYSIScanfish;SALNTTScanfish;meetpuntnaam;Kd;chla_lims;productionMgC;slopeRecalcChlFrrf;offsetCalcKdFromTurbiditeit;slopeCalcKdFromTurbiditeit;conversionEtoC;Chl
2021-03-29 13:57:14;7.308871803751171;0.035280042212443;476.4050036606953;207.16732025829006;10.608962799999999;4.3033146;  28295; 381900;82.67999999999999;1.6300000000000001;27.979999999999997;VLISSGBISSVH;-999;3.49;131.10580565854892;0.42439;0.81469;0.11846;5;10.14
2021-03-29 14:14:27;6.6419829832680835;0.03504023656279479;485.69819339295304;189.55302916877116;10.608962799999999;4.06650498;  28295; 381900;82.67999999999999;1.6300000000000001;27.979999999999997;VLISSGBISSVH;-999;3.49;115.58069369457617;0.42439;0.81469;0.11846;5;9.582
2021-03-29 14:33:29;8.420600571192582;0.04020967371565401;894.7556852268832;209.41728178993807;11.506889600000001;6.705362;  30752; 382070;90.26;1.78;27.939999999999998;VLISSGBISSVH;-999;3.49;196.49986532904464;0.42439;0.81469;0.11846;5;15.8
2021-03-29 14:52:32;6.9825651518392196;0.03487904394564709;532.3768195701589;200.19370836885125;9.4291012;4.6470705;  36920; 380533;72.72;1.35;26.79;VLISSGBISSVH;-999;3.49;151.62948687371122;0.42439;0.81469;0.11846;5;10.95
2021-03-29 15:12:43;5.593435278498587;0.029025340998461845;433.7801062986042;192.70868441459493;3.746575;2.65965213;  41546; 375782;24.75;0.72;23.4;TERNZBI20;-999;5.4;181.68269932362318;0.42439;0.81469;0.11846;5;6.267
2021-03-29 15:31:46;5.661500373669742;0.031109074905524274;507.32585048601965;181.9887087887781;5.2593092;2.77890572;  46228; 374166;37.52;0.75;22.479999999999997;TERNZBI20;-999;5.4;136.84334038658355;0.42439;0.81469;0.11846;5;6.548
2021-03-29 15:50:49;5.424291715950414;0.0341802252061005;627.5937180710046;158.6967810552133;5.537690199999999;2.75344232;  51678; 375625;39.87;0.5700000000000001;21.759999999999998;TERNZBI20;-999;5.4;125.46755377522531;0.42439;0.81469;0.11846;5;6.488
2021-03-29 16:09:52;5.177077335591674;0.03230158201436399;509.05466370682296;160.27318207787815;5.384876799999999;2.80267156;  55913; 380820;38.58;0.6;21.130000000000003;HANSWGL;-999;4.5;128.34322892731836;0.42439;0.81469;0.11846;5;6.604
2021-03-30 09:27:49;2.769790438283948;0.019253047122760946;434.8664204047814;143.8624452858427;3.6980064;1.69204293;  59392; 384168;24.34;0.36;15.129999999999999;;;;63.549310945943226;0.42439;0.81469;0.11846;5;3.987
2021-03-30 09:46:52;3.121428359457459;0.018215270482043765;471.10686140432324;171.3632725099799;3.5025474;1.8698623399999998;  61656; 381397;22.69;0.33999999999999997;14.29;;;;78.41210050987995;0.42439;0.81469;0.11846;5;4.406
2021-03-30 10:05:55;3.067283500377802;0.016862906698764203;434.64952965680135;181.89530163281918;4.096032;1.88980867;  63987; 379120;27.7;0.35;13.29;;;;65.93402164883771;0.42439;0.81469;0.11846;5;4.453
