gebied;compartiment;datetime;X_RD;Y_RD;source;license;method;date_added;script;parameter;value;unit
Westerschelde;5;2020-06-24T09:59:57Z;61749;61749;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;PP_depth_integrated;536.91;mg C/m2/d
Westerschelde;5;2020-06-24T09:59:57Z;61749;61749;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;conversionEtoC;5;molC/(mol fotonen)
Westerschelde;5;2020-06-24T10:18:40Z;63350;63350;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;PP_depth_integrated;584.39;mg C/m2/d
Westerschelde;5;2020-06-24T10:18:40Z;63350;63350;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;conversionEtoC;5;molC/(mol fotonen)
Westerschelde;5;2020-06-24T10:37:23Z;64917;64917;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;PP_depth_integrated;432.18;mg C/m2/d
Westerschelde;5;2020-06-24T10:37:23Z;64917;64917;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;conversionEtoC;5;molC/(mol fotonen)
Westerschelde;5;2020-06-24T10:56:05Z;66517;66517;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;PP_depth_integrated;821.7;mg C/m2/d
Westerschelde;5;2020-06-24T10:56:05Z;66517;66517;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;conversionEtoC;5;molC/(mol fotonen)
Westerschelde;5;2020-06-24T11:14:48Z;68826;68826;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;PP_depth_integrated;620.16;mg C/m2/d
Westerschelde;5;2020-06-24T11:14:48Z;68826;68826;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;conversionEtoC;5;molC/(mol fotonen)
Westerschelde;6;2020-06-24T11:33:31Z;70953;70953;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;PP_depth_integrated;495.03;mg C/m2/d
Westerschelde;6;2020-06-24T11:33:31Z;70953;70953;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;conversionEtoC;5;molC/(mol fotonen)
Westerschelde;7a;2020-06-24T11:52:15Z;73027;73027;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;PP_depth_integrated;412.72;mg C/m2/d
Westerschelde;7a;2020-06-24T11:52:15Z;73027;73027;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;conversionEtoC;5;molC/(mol fotonen)
Westerschelde;7a;2020-06-24T12:10:41Z;73798;73798;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;PP_depth_integrated;258.39;mg C/m2/d
Westerschelde;7a;2020-06-24T12:10:41Z;73798;73798;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;conversionEtoC;5;molC/(mol fotonen)
Westerschelde;1;2020-07-06T15:01:13Z;30298;30298;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;PP_depth_integrated;596;mg C/m2/d
Westerschelde;1;2020-07-06T15:01:13Z;30298;30298;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;conversionEtoC;5;molC/(mol fotonen)
Westerschelde;1;2020-07-06T15:18:34Z;36117;36117;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;PP_depth_integrated;318.24;mg C/m2/d
Westerschelde;1;2020-07-06T15:18:34Z;36117;36117;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;conversionEtoC;5;molC/(mol fotonen)
Westerschelde;3;2020-07-06T15:38:57Z;39969;39969;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;PP_depth_integrated;840.76;mg C/m2/d
