...1,date,campaign,box_RWS,flag,Chl,F_bc,Fm_bc,Fq_bc,FqFm_bc,a_LHII,JVPII_bc,alpha,eopt,ps,Fluo,Turb,SensH,Temp,pH,Oxy,Oxy_sat,Sal,datetime,X,Y
136,08/08/2016 08:16,12,5,A,7.756,0.793,1.217,0.424,0.348397699,0.026858386,0,0.031335337,574.6757374,8.661433921,1.015263158,15.56842105,-100.6315789,20.10473684,7.906315789,7.667368421,93.78947368,18.72,2016-08-08T08:16:00Z,62575,380406
137,08/08/2016 08:30,12,5,A,7.633,0.772,1.278,0.506,0.395931142,0.023008041,0,0.028170356,913.2310245,11.54890694,1.081578947,14.20578947,-104.2105263,20.13789474,7.917894737,7.700526316,93.05263158,17.15157895,2016-08-08T08:30:00Z,64390,378703
138,08/08/2016 08:43,12,5,R,7.649,0.775,1.316,0.541,0.411094225,0.022245508,0,0.025739382,597.4967904,9.382746551,1.161052632,14.01052632,-102.7368421,20.13105263,7.934210526,7.795263158,93,14.77947368,2016-08-08T08:43:00Z,65492,376729
139,08/08/2016 08:54,12,5,A,7.737,0.789,1.308,0.519,0.396788991,0.023463857,0,0.031470649,662.9457722,9.664689683,1.213684211,17.22105263,-102.5263158,20.22578947,7.92,7.736315789,92.94736842,15.39684211,2016-08-08T08:54:00Z,67394,376380
140,08/08/2016 09:09,12,6,A,8.618,0.936,1.653,0.717,0.433756806,0.025463116,0,0.039360446,1095.577806,13.81639207,1.248947368,19.74947368,-103.7894737,20.39368421,7.927894737,7.726315789,92.05263158,13.47052632,2016-08-08T09:09:00Z,69974,377579
141,08/08/2016 09:24,12,6,A,10.24,1.207,2.124,0.917,0.43173258,0.032989403,0,0.049065703,915.0524664,17.65769714,1.129473684,13.97263158,-106.6842105,20.53052632,7.923157895,7.677894737,91.36842105,12.77789474,2016-08-08T09:24:00Z,72371,378259
142,08/08/2016 09:39,12,7,A,10.68,1.28,2.196,0.916,0.41712204,0.036210026,0,0.051408597,897.4501287,20.15417849,1.192631579,12.25526316,-110.0526316,20.90421053,7.942105263,7.612631579,89.42105263,9.319473684,2016-08-08T09:39:00Z,73541,376210
143,08/08/2016 09:55,12,9,A,11.24,1.374,2.323,0.949,0.408523461,0.039687317,0,0.055506529,936.9004013,22.59613645,1.146842105,13.95947368,-109.2631579,21.2,7.921052632,7.534736842,89,9.726315789,2016-08-08T09:55:00Z,75245,374133
144,11/08/2016 07:41,12,1,R,16.13,2.189,4,1.811,0.45275,0.057051795,0,0.090729305,801.0194856,26.73499299,1.040526316,37.67631579,-101.5789474,19.53105263,7.899473684,7.221052632,92.31578947,28.988947370000002,2016-08-11T07:41:00Z,30291,381914
145,11/08/2016 07:56,12,1,A,15.45,2.074,3.848,1.774,0.461018711,0.053085047,0,0.089665101,1336.079834,35.10154231,1.296315789,58.70684211,-102.1052632,19.55526316,7.9,7.219473684,92.42105263,28.99631579,2016-08-11T07:56:00Z,34735,381890
146,11/08/2016 08:11,12,3,A,15.17,2.029,3.466,1.437,0.414598961,0.057747853,0,0.091589298,1175.843791,38.49211256,0.832105263,20.79526316,-107.3157895,19.35526316,7.9,7.304736842,92.10526316,27.01894737,2016-08-11T08:11:00Z,37651,379673
147,11/08/2016 08:20,12,3,R,14.89,1.981,3.405,1.424,0.418208517,0.055895084,0,0.087709467,1499.999943,45.56163551,0.722105263,8.451052632,-107.0526316,19.35,7.910526316,7.431052632,93.26315789,26.02894737,2016-08-11T08:20:00Z,38841,378063
148,11/08/2016 08:35,12,3,A,15.25,2.041,3.819,1.778,0.465566902,0.051730052,0,0.081142949,1209.841385,40.98113724,0.793684211,11.57,-107.8421053,19.48421053,7.91,7.458421053,93,24.64,2016-08-11T08:35:00Z,41492,375741
149,11/08/2016 08:50,12,3,A,15.27,2.044,3.632,1.588,0.43722467,0.055164316,0,0.091502433,1359.850423,44.9512564,0.77,13.72777778,-107,19.63777778,7.908333333,7.436666667,92.33333333,23.24944444,2016-08-11T08:50:00Z,44934,374421
150,11/08/2016 09:06,12,3,A,15.61,2.101,3.646,1.545,0.423752057,0.058505439,0,0.095797044,1417.34418,51.16584802,0.868571429,17.82857143,-96.14285714,19.64,7.91,7.416428571,92,23.50785714,2016-08-11T09:06:00Z,46369,374144
151,11/08/2016 09:21,12,3,A,16.65,2.275,3.971,1.696,0.427096449,0.062854655,0,0.105477771,1499.999989,59.62900933,0.784210526,11.87052632,-98.68421053,19.66473684,7.919473684,7.480526316,92.31578947,22.62947368,2016-08-11T09:21:00Z,49639,374447
152,11/08/2016 09:36,12,4,A,17.06,2.344,4.028,1.684,0.418073486,0.066158704,0,0.106016016,1499.999985,64.69171306,0.833157895,12.71157895,-98.36842105,19.60947368,7.924210526,7.527894737,92.78947368,22.15578947,2016-08-11T09:36:00Z,52706,376191
153,11/08/2016 09:51,12,4,A,17.57,2.428,4.23,1.802,0.426004728,0.067253714,0,0.110802611,1499.999991,63.91649869,0.828947368,10.42210526,-98.15789474,19.65631579,7.93,7.576842105,93,21.69315789,2016-08-11T09:51:00Z,55174,378479
154,11/08/2016 10:06,12,4,A,17.7,2.45,4.193,1.743,0.415692821,0.069546546,0,0.11086818,1499.999986,69.23599708,1.004210526,16.69368421,-98.42105263,19.55684211,7.941052632,7.663684211,93.78947368,20.79105263,2016-08-11T10:06:00Z,56267,381568
155,11/08/2016 10:21,12,4,A,18.44,2.574,4.434,1.86,0.419485792,0.07240579,0,0.124048019,1499.999995,71.56272973,1.112105263,15.97578947,-96.26315789,19.43736842,7.954736842,7.766842105,93.73684211,18.90263158,2016-08-11T10:21:00Z,58312,383692
156,22/08/2016 16:51,13,1,A,13.73,1.788,3.137,1.349,0.43002869,0.049062773,0,0.065953184,856.386968,30.41083192,1.8455,27.0145,-124.95,19.3505,8.158,7.7305,99.05,30.004,2016-08-22T16:51:00Z,31313,382090
157,22/08/2016 17:06,13,1,A,11.03,1.338,2.539,1.201,0.473020874,0.033377808,0,0.046937073,992.4843377,23.38210659,1.8685,40.344,-112.5,19.4265,8.142,7.6785,98,29.231,2016-08-22T17:06:00Z,36275,381304
158,22/08/2016 17:22,13,3,A,11.1,1.35,2.509,1.159,0.461937027,0.03448522,0,0.052281302,1173.799932,26.36556399,1.6865,15.1255,-107.15,19.6925,8.122,7.777,98.8,27.4365,2016-08-22T17:22:00Z,39257,377745
159,22/08/2016 17:36,13,3,A,11.39,1.399,2.522,1.123,0.445281523,0.037073625,0,0.061264169,1333.983932,28.73465432,1.49,10.724,-107.15,19.8165,8.104,7.8035,98.35,25.899,2016-08-22T17:36:00Z,42467,375133
160,22/08/2016 17:51,13,3,A,11.2,1.366,2.514,1.148,0.4566428,0.035298487,0,0.045177171,1052.186568,27.24416318,1.354736842,20.41894737,-108.1578947,19.79263158,8.080526316,7.63,95.42105263,24.74421053,2016-08-22T17:51:00Z,46399,373990
161,22/08/2016 18:06,13,3,A,10.76,1.293,2.316,1.023,0.441709845,0.03454168,0,0.046347488,1016.433427,22.20865241,1.299,23.617,-105.9,19.703,8.0705,7.551,94,23.888,2016-08-22T18:06:00Z,50740,374889
162,22/08/2016 18:22,13,4,A,10.71,1.285,2.262,0.977,0.431918656,0.035106147,0,0.050785792,1216.387987,24.71414725,1.3615,23.524,-105.15,19.716,8.075,7.6085,94.6,23.661,2016-08-22T18:22:00Z,54747,377818
163,22/08/2016 18:37,13,4,A,11.02,1.337,2.378,1.041,0.437762826,0.03603915,0,0.050812786,1055.003402,25.55007395,1.512,38.481,-104.25,19.678,8.07,7.5665,93.5,22.9075,2016-08-22T18:37:00Z,56537,381955
164,23/08/2016 11:19,13,5,R,15.1,2.017,3.438,1.421,0.413321699,0.057583718,0,0.071738992,749.7630741,30.11179003,1.541052632,28.22052632,-119.1052632,19.74631579,8.006315789,7.638947368,91,17.06368421,2016-08-23T11:19:00Z,60036,383276
165,23/08/2016 11:39,13,5,A,14.05,1.841,3.394,1.553,0.457572186,0.047476225,0,0.071617515,1013.677051,30.85393969,1.481052632,28.40789474,-99.89473684,19.88894737,8.03,7.686842105,92,16.93789474,2016-08-23T11:39:00Z,62105,380829
166,23/08/2016 11:54,13,5,R,13.7,1.783,3.174,1.391,0.438248267,0.048007948,0,0.08588935,1110.87784,30.53751707,1.593157895,34.83473684,-99.78947368,20.03578947,8.03,7.635789474,91,15.93736842,2016-08-23T11:54:00Z,64025,379053
167,23/08/2016 12:08,13,5,R,13.5,1.749,3.127,1.378,0.440677966,0.046832838,0,0.067010132,1499.999963,40.70962344,1.528947368,32.04736842,-101.0526316,20.13473684,8.029473684,7.582631579,89.89473684,14.49157895,2016-08-23T12:08:00Z,65177,377109
168,23/08/2016 12:22,13,5,R,13.81,1.801,3.259,1.458,0.447376496,0.047503166,0,0.067068312,1051.486369,36.77766919,1.404210526,29.11421053,-99.26315789,20.26578947,8.011052632,7.382105263,87,13.06,2016-08-23T12:22:00Z,67201,376762
169,23/08/2016 12:35,13,6,R,13.78,1.797,3.188,1.391,0.436323714,0.048598321,0,0.076479269,1363.545182,40.03761903,1.31,26.65578947,-101.2631579,20.43947368,8.006315789,7.343157895,86.57894737,12.53473684,2016-08-23T12:35:00Z,69171,377043
170,23/08/2016 12:49,13,6,R,13.77,1.796,3.218,1.422,0.441889372,0.047959515,0,0.074422985,1306.51486,40.63571278,1.512105263,55.96157895,-101.2105263,20.61105263,7.979473684,7.030526316,82.21052632,11.18052632,2016-08-23T12:49:00Z,71249,378460
171,23/08/2016 13:03,13,7,R,13.53,1.755,3.097,1.342,0.43332257,0.047791187,0,0.070028398,1172.308225,36.35522984,1.400526316,48.47473684,-103.3684211,20.73421053,7.955789474,6.85,80.10526316,10.35684211,2016-08-23T13:03:00Z,72958,377802
172,23/08/2016 13:18,13,7,R,12.87,1.646,2.837,1.191,0.419809658,0.046265729,0,0.06619382,1073.775715,33.9873521,1.393684211,47.38526316,-102.7894737,20.84894737,7.934210526,6.664210526,77.73684211,9.776842105,2016-08-23T13:18:00Z,73658,375792
173,23/08/2016 13:32,13,9,R,12.8,1.633,2.849,1.216,0.426816427,0.04514681,0,0.068498117,1329.202612,36.29370045,1.470588235,67.45823529,-103.8235294,20.89529412,7.905882353,6.412352941,74.76470588,9.206470588,2016-08-23T13:32:00Z,75257,374299
174,05/09/2016 16:34,14,1,R,12.15,1.525,3.255,1.73,0.531490015,0.033857645,0,0.052280732,308.8981948,11.85664659,2.748421053,23.93526316,-96.78947368,20.17421053,8.138947368,7.766315789,101.9473684,30.92684211,2016-09-05T16:34:00Z,30314,382095
175,05/09/2016 16:50,14,1,A,15.51,2.086,4.342,2.256,0.519576232,0.047374761,0,0.099626737,1149.488699,27.52726944,2.518421053,35.97473684,-102.5789474,20.21315789,8.12,7.645789474,100.0526316,30.53578947,2016-09-05T16:50:00Z,35586,381772
176,05/09/2016 17:05,14,3,A,15.06,2.011,4.234,2.223,0.525035427,0.045196569,0,0.09085911,1250.976393,30.83337333,1.54,9.581052632,-108.1052632,20.67315789,8.076842105,7.786842105,101.6842105,28.49894737,2016-09-05T17:05:00Z,38429,378628
177,05/09/2016 17:20,14,3,A,10.2,1.199,2.596,1.397,0.538135593,0.026291143,0,0.05131066,1216.606558,19.2240338,1.247368421,6.285263158,-106.5789474,20.75947368,8.030526316,7.532105263,97.78947368,27.14473684,2016-09-05T17:20:00Z,41359,375634
178,05/09/2016 17:35,14,3,A,9.056,1.009,2.092,1.083,0.517686424,0.022998865,0,0.042978521,876.3944145,15.9509682,1.106666667,10.02833333,-96.66666667,20.7025,7.989166667,7.273333333,93.75,26.00166667,2016-09-05T17:35:00Z,45589,374246
179,05/09/2016 17:56,14,3,A,8.972,0.995,2.232,1.237,0.55421147,0.021185054,0,0.043640616,1229.312604,13.61344514,1.066842105,18.14263158,-99.15789474,20.59210526,7.959473684,7.121578947,91.05263158,25.08578947,2016-09-05T17:56:00Z,49455,374289
180,05/09/2016 18:11,14,4,A,8.248,0.875,1.91,1.035,0.541884817,0.019053865,0,0.037907145,1038.740919,11.8042924,1.172105263,24.78947368,-100.2631579,20.60789474,7.958421053,7.134210526,91,24.83263158,2016-09-05T18:11:00Z,53062,376332
181,05/09/2016 18:28,14,4,A,9.193,1.032,2.284,1.252,0.548161121,0.022215366,0,0.0412045,897.7234685,14.71028836,1.162631579,25.39631579,-97.26315789,20.61315789,7.954210526,7.175789474,91.42105263,24.27578947,2016-09-05T18:28:00Z,55618,380093
182,05/09/2016 18:42,14,4,A,9.299,1.05,2.283,1.233,0.540078844,0.022941095,0,0.041905399,789.8967602,13.98740676,1.233684211,34.02473684,-98.68421053,20.58894737,7.95,7.15,90.42105263,23.54105263,2016-09-05T18:42:00Z,57564,383187
183,06/09/2016 08:57,14,5,A,8.957,0.993,1.972,0.979,0.496450304,0.023602362000000002,0,0.034269291,1104.456668,8.161121517,0.981578947,11.75052632,-105.4210526,20.62263158,7.93,7.317368421,90.73684211,20.60210526,2016-09-06T08:57:00Z,60391,383025
184,06/09/2016 09:12,14,5,A,8.509,0.918,1.985,1.067,0.537531486,0.020152122,0,0.040333406,1086.731787,9.797483649,1.056842105,19.11473684,-105.0526316,20.65368421,7.926842105,7.277368421,89.68421053,19.23105263,2016-09-06T09:12:00Z,61745,381256
185,06/09/2016 09:27,14,5,A,8.601,0.933,2.008,1.075,0.535358566,0.020564535,0,0.042329671,927.8511724,9.842533743,1.171052632,25.37947368,-105.6315789,20.72578947,7.915263158,7.236315789,88.42105263,18.00210526,2016-09-06T09:27:00Z,63339,379689
186,06/09/2016 09:42,14,5,A,8.753,0.959,2.067,1.108,0.536042574,0.021110637,0,0.041813334,911.0392204,11.82017432,1.229473684,30.50789474,-104.7368421,20.75526316,7.914210526,7.24,88.89473684,18.15263158,2016-09-06T09:42:00Z,64768,377912
187,06/09/2016 09:57,14,5,A,9.114,1.019,2.189,1.17,0.534490635,0.022496559,0,0.043526028,962.0672122,13.21254395,0.993684211,11.49473684,-104.7368421,20.81526316,7.900526316,7.177894737,87.26315789,17.00157895,2016-09-06T09:57:00Z,66116,376259
188,06/09/2016 10:12,14,5,A,8.364,0.894,1.896,1.002,0.528481013,0.01996136,0,0.036541221,923.7087964,12.6180767,1.043684211,17.08421053,-102.4210526,20.89684211,7.892105263,7.101578947,86.26315789,16.15421053,2016-09-06T10:12:00Z,68276,376648
189,06/09/2016 10:28,14,6,A,8.473,0.912,1.936,1.024,0.52892562,0.02034615,0,0.039780436,862.3550839,11.99604104,1.147368421,29.65684211,-103.7894737,21.05789474,7.883684211,6.975263158,84.36842105,14.91526316,2016-09-06T10:28:00Z,70896,378135
190,06/09/2016 10:43,14,7,A,8.521,0.92,1.91,0.99,0.518324607,0.020944404,0,0.038941374,873.0145518,11.62182867,1.086315789,25.03526316,-106.0526316,21.42263158,7.866315789,6.766842105,81.36842105,12.91210526,2016-09-06T10:43:00Z,72857,377984
191,06/09/2016 10:58,14,7,A,8.286,0.881,1.762,0.881,0.5,0.0207916,0,0.033126794,811.5179817,12.05520374,1.084736842,25.95947368,-117.2631579,21.48473684,7.848947368,6.641578947,79.68421053,12.49210526,2016-09-06T10:58:00Z,73625,376064
192,06/09/2016 11:13,14,9,A,8.278,0.88,1.72,0.84,0.488372093,0.021262476,0,0.032401582,826.5388584,12.60674772,1.095,27.76944444,-113.3888889,21.80777778,7.822222222,6.383888889,76.72222222,11.56277778,2016-09-06T11:13:00Z,75313,374195
193,20/09/2016 16:31,15,1,R,5.761,0.46,1.079,0.619,0.573679333,0.009461732,0,0.019677284,1499.999933,8.527781519,1.123684211,23.38315789,-99.73684211,20.41315789,8.100526316,6.862105263,90.47368421,30.74789474,2016-09-20T16:31:00Z,32691,382052
194,20/09/2016 16:38,15,1,R,6.644,0.607,1.516,0.909,0.599604222,0.011945546,0,0.02577068,1499.997428,11.28517533,1.309473684,38.97947368,-98.42105263,20.44947368,8.094210526,6.814210526,89.89473684,30.39578947,2016-09-20T16:38:00Z,35104,381994
195,20/09/2016 16:54,15,3,A,7.175,0.696,1.637,0.941,0.57483201,0.014287305,0,0.029864382,1413.251717,14.68106834,1.146842105,8.154736842,-103.8421053,20.76789474,8.084736842,7.089473684,93.15789474,28.82789474,2016-09-20T16:54:00Z,38324,378590
196,20/09/2016 17:08,15,3,A,7.397,0.733,1.721,0.988,0.574084834,0.015066414,0,0.028967426,1013.293008,13.00719907,1.164210526,5.468421053,-106.8947368,20.88578947,8.059473684,7.135789474,93,27.19631579,2016-09-20T17:08:00Z,41163,375849
197,20/09/2016 17:23,15,3,A,7.778,0.796,1.919,1.123,0.585200625,0.016050564,0,0.032683806,1038.647793,13.5902267,1.142105263,14.51631579,-109.9473684,20.86894737,8.035263158,7.044210526,91.31578947,26.16263158,2016-09-20T17:23:00Z,45252,374108
198,20/09/2016 17:38,15,3,A,7.33,0.722,1.783,1.061,0.595064498,0.014317103,0,0.030206004,914.3194547,10.51081085,1.248947368,24.09,-110.7894737,20.77,8.018421053,6.94,89.63157895,25.70315789,2016-09-20T17:38:00Z,49730,374412
199,20/09/2016 17:53,15,4,A,8.064,0.844,2.013,1.169,0.580725286,0.017149589,0,0.031777756,939.6245468,13.97592301,1.147894737,17.77578947,-113.6842105,20.78526316,8.013684211,7.008947368,90.31578947,25.26315789,2016-09-20T17:53:00Z,53911,376977
200,20/09/2016 18:07,15,4,A,7.89,0.815,2.023,1.208,0.597132971,0.016105291,0,0.036387613,1178.184186,13.88252824,1.235263158,25.47842105,-111.3157895,20.76421053,8.003684211,6.972631579,89.42105263,24.65947368,2016-09-20T18:07:00Z,55837,380673
201,20/09/2016 18:21,15,4,A,8.478,0.913,2.169,1.256,0.579068695,0.018604701,0,0.041582982,1499.99994,15.39437853,1.415,36.97857143,-109.7857143,20.76928571,7.988571429,6.95,88.57142857,23.885,2016-09-20T18:21:00Z,58609,383733
202,21/09/2016 11:06,15,5,A,9.762,1.127,2.619,1.492,0.569683085,0.023343856,0,0.04689627,847.7266237,14.57594162,1.129,16.4965,-99.3,20.621,7.867,6.814,84.45,19.695,2016-09-21T11:06:00Z,60240,383014
203,21/09/2016 11:21,15,5,A,7.424,0.737,1.749,1.012,0.578616352,0.015029993,0,0.03815382,1467.537913,10.71069912,1.201052632,24.10947368,-100.5789474,20.69157895,7.89,6.839473684,85,19.79526316,2016-09-21T11:21:00Z,61850,381110
204,21/09/2016 11:36,15,5,A,7.659,0.777,1.825,1.048,0.574246575,0.015966312,0,0.03715353,963.4457894,10.72177717,1.2495,30.983,-100.1,20.8245,7.878,6.7555,83.65,18.6655,2016-09-21T11:36:00Z,63849,379287
205,21/09/2016 11:51,15,5,A,8.3,0.883,2.065,1.182,0.572397094,0.018203097,0,0.040351624,993.1017909,11.96912562,1.192631579,27.84210526,-104.5263158,20.90052632,7.862105263,6.683157895,82.26315789,17.37157895,2016-09-21T11:51:00Z,65202,377135
206,21/09/2016 12:06,15,5,A,8.371,0.895,2.085,1.19,0.570743405,0.018503937,0,0.040100069,1345.245592,16.23566486,1.0975,21.557,-102.2,21.12,7.8355,6.513,80,16.1425,2016-09-21T12:06:00Z,67137,376308
207,21/09/2016 12:21,15,6,A,7.547,0.758,1.747,0.989,0.566113337,0.015799663,0,0.035395968,1368.781675,13.81707274,1.046315789,21.15,-103,21.30736842,7.825263158,6.473157895,79.21052632,15.35578947,2016-09-21T12:21:00Z,69362,377148
208,21/09/2016 12:36,15,6,A,7.557,0.76,1.69,0.93,0.550295858,0.016296688,0,0.027438555,914.0702064,13.9068504,1.395263158,68.79526316,-97.05263158,21.39736842,7.792105263,6.177894737,75.31578947,14.20421053,2016-09-21T12:36:00Z,71698,378657
209,21/09/2016 12:51,15,7,A,8.006,0.834,1.72,0.886,0.515116279,0.019104813,0,0.032084439,1015.341191,15.0813966,1.234736842,56.63105263,-101.0526316,21.52684211,7.768421053,6.007894737,73,13.23157895,2016-09-21T12:51:00Z,73290,377113
210,21/09/2016 13:06,15,7,A,7.526,0.754,1.549,0.795,0.513234345,0.017335551,0,0.030937159,1308.32733,14.36218936,1.094210526,39.60105263,-113.5263158,21.60368421,7.751052632,5.894736842,71.42105263,12.59421053,2016-09-21T13:06:00Z,74155,374974
211,21/09/2016 13:17,15,9,R,7.129,0.688,1.45,0.762,0.525517241,0.015448399,0,0.029917738,967.5239592,10.58095891,1.323684211,71.50052632,-138.3157895,21.65263158,7.737368421,5.761578947,69.84210526,12.20368421,2016-09-21T13:17:00Z,75127,374288
212,03/10/2016 15:36,16,1,R,6.196,0.533,1.042,0.509,0.488483685,0.012875353,0,0.026944086,754.6574586,6.957594779,1.018947368,25.82210526,-113,17.44578947,8.1,7.495263158,93.05263158,31.72157895,2016-10-03T15:36:00Z,31018,382060
213,03/10/2016 15:55,16,3,A,5.798,0.466,1.154,0.688,0.596187175,0.009223278,0,0.020809118,1499.999627,6.320876387,0.951578947,25.43052632,-106.6315789,17.70421053,8.086315789,7.428947368,92.26315789,30.57052632,2016-10-03T15:55:00Z,36913,380630
214,03/10/2016 16:06,16,3,A,6.156,0.526,1.252,0.726,0.579872204,0.010703738,0,0.024364013,1368.277015,7.058970722,0.802631579,7.724736842,-108.3684211,17.81894737,8.077894737,7.625263158,94.05263158,29.11052632,2016-10-03T16:06:00Z,38835,378062
215,03/10/2016 16:25,16,3,A,6.572,0.595,1.54,0.945,0.613636364,0.01144163,0,0.025555889,1499.999913,10.73521238,0.811578947,6.66,-110.3157895,17.89736842,8.061578947,7.639473684,93.63157895,27.65736842,2016-10-03T16:25:00Z,43405,374924
216,03/10/2016 16:40,16,3,A,6.676,0.613,1.579,0.966,0.611779607,0.011823539,0,0.026868369,1499.999974,10.68459427,0.882307692,14.36153846,-93.30769231,17.85384615,8.051538462,7.578461538,92.61538462,27.39846154,2016-10-03T16:40:00Z,46201,374199
217,03/10/2016 16:55,16,3,A,6.986,0.664,1.68,1.016,0.604761905,0.012955843,0,0.032190813,1121.817819,9.715255879,0.857894737,13.88684211,-102.1578947,17.80210526,8.040526316,7.561578947,92,26.44315789,2016-10-03T16:55:00Z,50257,374639
218,03/10/2016 17:15,16,4,A,5.49,0.415,1.072,0.657,0.612873134,0.007990234,0,0.017385988,722.2365002,4.990547949,0.896315789,15.34421053,-99.26315789,17.77736842,8.045789474,7.612631579,92,26.35421053,2016-10-03T17:15:00Z,55038,378106
219,03/10/2016 17:29,16,4,A,5.444,0.407,1.049,0.642,0.612011439,0.007847239,0,0.018557316,967.0122293,5.929548294,0.967,23.8675,-102.35,17.7645,8.0385,7.602,91.85,25.632,2016-10-03T17:29:00Z,56414,381879
220,04/10/2016 07:58,16,5,R,8.181,0.864,1.892,1.028,0.543340381,0.018763928,0,0.035421525,932.5484559,9.319883681,0.842105263,11.87263158,-103.6315789,17.46578947,8.01,7.795263158,91.89473684,22.77368421,2016-10-04T07:58:00Z,60271,383347
221,04/10/2016 08:14,16,5,A,5.653,0.442,1.079,0.637,0.590361446,0.008834588,0,0.019825506,1002.734897,4.808623859,1.025263158,20.05789474,-105.1052632,17.40368421,7.993157895,7.83,91.21052632,21.54,2016-10-04T08:14:00Z,61757,381275
222,04/10/2016 08:28,16,5,A,5.864,0.477,1.158,0.681,0.588082902,0.0095711,0,0.026113639,1499.998871,4.811751865,1.1025,26.7065,-108,17.462,7.98,7.8365,91,20.6595,2016-10-04T08:28:00Z,63304,379668
223,04/10/2016 08:43,16,5,A,5.913,0.486,1.198,0.712,0.594323873,0.009649284,0,0.018486142,662.4273662,4.7585581,1.094736842,27.13789474,-110.2105263,17.54263158,7.98,7.846315789,91,20.76578947,2016-10-04T08:43:00Z,64853,377916
224,04/10/2016 08:58,16,5,A,6.149,0.525,1.279,0.754,0.589523065,0.010508495,0,0.026132628,964.5262317,5.561965647,0.915263158,13.58789474,-108.3157895,17.56,7.964736842,7.828421053,90,19.20052632,2016-10-04T08:58:00Z,66261,376319
225,04/10/2016 09:08,16,5,R,5.896,0.483,1.179,0.696,0.590330789,0.009654587,0,0.022654547,741.7330764,4.125735471,0.977894737,18.17736842,-109.5263158,17.63052632,7.957894737,7.791052632,89.89473684,18.93421053,2016-10-04T09:08:00Z,67608,376445
226,04/10/2016 09:24,16,6,A,5.713,0.452,1.134,0.682,0.601410935,0.008868479,0,0.018728562,662.8532355,4.687163127,1.059473684,25.48052632,-110.6315789,17.76210526,7.948947368,7.753157895,89.05263158,18.17263158,2016-10-04T09:24:00Z,70056,377661
227,04/10/2016 09:34,16,6,R,5.672,0.445,1.1,0.655,0.595454545,0.008818473,0,0.019825752,1499.999442,4.771115802,1.142631579,37.55789474,-110,18.01947368,7.930526316,7.645263158,87.84210526,16.99526316,2016-10-04T09:34:00Z,71604,378611
228,04/10/2016 09:41,16,6,R,6.016,0.503,1.192,0.689,0.578020134,0.0102685,0,0.01920054,158.0559139,1.986384001,1.097368421,33.89105263,-113.2631579,18.25789474,7.925789474,7.600526316,87.15789474,16.30052632,2016-10-04T09:41:00Z,72545,378329
229,04/10/2016 09:52,16,7,R,5.806,0.468,1.13,0.662,0.585840708,0.009426453,0,0.021245322,820.2105855,4.625819643,1.002105263,22.36736842,-114.5789474,18.35684211,7.905263158,7.511052632,85.89473684,15.43684211,2016-10-04T09:52:00Z,73323,377004
230,04/10/2016 10:07,16,7,A,5.449,0.408,1.005,0.597,0.594029851,0.008104643,0,0.016388564,735.3081863,4.628344228,1.005263158,28.85894737,-118.7894737,18.45052632,7.894736842,7.435263158,85,15.21894737,2016-10-04T10:07:00Z,74219,374880
231,02/11/2016 06:59,18,5,R,4.026,0.171,0.319,0.148,0.463949843,0.004349177,0.181602,0.008728874,358.3035435,1.037443626,0.852105263,29.43736842,-101.5263158,12.89263158,7.854210526,8.226842105,90,23.95789474,2016-11-02T06:59:00Z,60365,383069
232,02/11/2016 07:15,18,5,A,4.092,0.182,0.447,0.265,0.592841163,0.003622555,0,0.007221708,402.5165309,0.996258597,1.057894737,40.80631579,-105.7368421,12.85157895,7.873157895,8.307894737,89.73684211,22.23105263,2016-11-02T07:15:00Z,62355,380599
233,02/11/2016 07:28,18,5,A,4.538,0.256,0.573,0.317,0.553228621,0.00546031,0,0.007981708,387.9133265,1.635196566,0.997894737,37.50368421,-105.8421053,12.90105263,7.879473684,8.301578947,89.84210526,22.12052632,2016-11-02T07:28:00Z,64233,378851
234,02/11/2016 07:42,18,5,R,4.543,0.257,0.612,0.355,0.580065359,0.005228032,0,0.010867417,471.1025255,1.456167389,0.853157895,23.78421053,-104.6315789,13.01368421,7.884210526,8.35,89.78947368,21.05789474,2016-11-02T07:42:00Z,65811,376492
235,02/11/2016 07:56,18,5,A,4.216,0.203,0.525,0.322,0.613333333,0.003905543,0,0.008147141,315.3752015,1.232500644,0.842631579,22.52947368,-105.4210526,13.01210526,7.88,8.372631579,89.42105263,20.27789474,2016-11-02T07:56:00Z,68298,376597
236,02/11/2016 08:09,18,6,A,4.062,0.177,0.511,0.334,0.653620352,0.003195433,0,0.007236938,337.1619495,0.991327622,0.895789474,24.07789474,-108.3684211,13.29631579,7.88,8.354210526,89,19.26736842,2016-11-02T08:09:00Z,70373,378433
237,02/11/2016 08:23,18,7,A,4.07,0.178,0.492,0.314,0.638211382,0.003291073,0,0.007531208,433.9065754,1.202574173,0.823157895,21.23789474,-115.9473684,13.70684211,7.872631579,8.343684211,89,17.60578947,2016-11-02T08:23:00Z,72660,379081
238,02/11/2016 08:37,18,7,R,3.928,0.155,0.435,0.28,0.643678161,0.002841482,0,0.00648419,1499.998676,1.824568931,0.825263158,20.16157895,-116.1578947,13.74,7.863157895,8.297894737,88,16.70210526,2016-11-02T08:37:00Z,73405,376783
239,02/11/2016 08:51,18,7,A,3.859,0.143,0.407,0.264,0.648648649,0.002601408,0,0.005882142,495.7507,1.223143308,0.984444444,37.04611111,-116.2222222,13.90888889,7.86,8.223333333,87.5,16.63444444,2016-11-02T08:51:00Z,74719,374433
